,REF_DATE,GEO,Labour_characteristics,NOC,Sex,VALUE,lat,long
6295,2021-01,British Columbia,Labour force,Technical occupations in health,Males,10.8,53.726669,-127.647621
6296,2021-01,British Columbia,Labour force,Technical occupations in health,Females,43.3,53.726669,-127.647621
6297,2021-01,British Columbia,Labour force,Assisting occupations in support of health services,Both sexes,54.2,53.726669,-127.647621
6298,2021-01,British Columbia,Labour force,Assisting occupations in support of health services,Males,8.0,53.726669,-127.647621
6299,2021-01,British Columbia,Labour force,Assisting occupations in support of health services,Females,46.1,53.726669,-127.647621
6300,2021-01,British Columbia,Labour force,"Occupations in education, law and social, community and government services",Both sexes,296.2,53.726669,-127.647621
6301,2021-01,British Columbia,Labour force,"Occupations in education, law and social, community and government services",Males,94.1,53.726669,-127.647621
6302,2021-01,British Columbia,Labour force,"Occupations in education, law and social, community and government services",Females,202.1,53.726669,-127.647621
6303,2021-01,British Columbia,Labour force,Professional occupations in education services,Both sexes,95.1,53.726669,-127.647621
6304,2021-01,British Columbia,Labour force,Professional occupations in education services,Males,30.0,53.726669,-127.647621
6305,2021-01,British Columbia,Labour force,Professional occupations in education services,Females,65.1,53.726669,-127.647621
6306,2021-01,British Columbia,Labour force,"Professional occupations in law and social, community and government services",Both sexes,75.3,53.726669,-127.647621
6307,2021-01,British Columbia,Labour force,"Professional occupations in law and social, community and government services",Males,31.1,53.726669,-127.647621
6308,2021-01,British Columbia,Labour force,"Professional occupations in law and social, community and government services",Females,44.3,53.726669,-127.647621
6309,2021-01,British Columbia,Labour force,"Paraprofessional occupations in legal, social, community and education services",Both sexes,71.5,53.726669,-127.647621
6310,2021-01,British Columbia,Labour force,"Paraprofessional occupations in legal, social, community and education services",Males,15.0,53.726669,-127.647621
6311,2021-01,British Columbia,Labour force,"Paraprofessional occupations in legal, social, community and education services",Females,56.5,53.726669,-127.647621
6312,2021-01,British Columbia,Labour force,Occupations in front-line public protection services,Both sexes,13.0,53.726669,-127.647621
6313,2021-01,British Columbia,Labour force,Occupations in front-line public protection services,Males,9.1,53.726669,-127.647621
6314,2021-01,British Columbia,Labour force,Occupations in front-line public protection services,Females,3.8,53.726669,-127.647621
6315,2021-01,British Columbia,Labour force,"Care providers and educational, legal and public protection support occupations",Both sexes,41.2,53.726669,-127.647621
6316,2021-01,British Columbia,Labour force,"Care providers and educational, legal and public protection support occupations",Males,8.9,53.726669,-127.647621
6317,2021-01,British Columbia,Labour force,"Care providers and educational, legal and public protection support occupations",Females,32.3,53.726669,-127.647621
6318,2021-01,British Columbia,Labour force,"Occupations in art, culture, recreation and sport",Both sexes,85.2,53.726669,-127.647621
6319,2021-01,British Columbia,Labour force,"Occupations in art, culture, recreation and sport",Males,41.4,53.726669,-127.647621
6320,2021-01,British Columbia,Labour force,"Occupations in art, culture, recreation and sport",Females,43.8,53.726669,-127.647621
6321,2021-01,British Columbia,Labour force,Professional occupations in art and culture,Both sexes,28.9,53.726669,-127.647621
6322,2021-01,British Columbia,Labour force,Professional occupations in art and culture,Males,13.0,53.726669,-127.647621
6323,2021-01,British Columbia,Labour force,Professional occupations in art and culture,Females,15.9,53.726669,-127.647621
6324,2021-01,British Columbia,Labour force,"Technical occupations in art, culture, recreation and sport",Both sexes,56.3,53.726669,-127.647621
6325,2021-01,British Columbia,Labour force,"Technical occupations in art, culture, recreation and sport",Males,28.3,53.726669,-127.647621
6326,2021-01,British Columbia,Labour force,"Technical occupations in art, culture, recreation and sport",Females,27.9,53.726669,-127.647621
6327,2021-01,British Columbia,Labour force,Sales and service occupations,Both sexes,641.0,53.726669,-127.647621
6328,2021-01,British Columbia,Labour force,Sales and service occupations,Males,279.0,53.726669,-127.647621
6329,2021-01,British Columbia,Labour force,Sales and service occupations,Females,362.1,53.726669,-127.647621
6330,2021-01,British Columbia,Labour force,Retail sales supervisors and specialized sales occupations,Both sexes,91.5,53.726669,-127.647621
6331,2021-01,British Columbia,Labour force,Retail sales supervisors and specialized sales occupations,Males,44.0,53.726669,-127.647621
6332,2021-01,British Columbia,Labour force,Retail sales supervisors and specialized sales occupations,Females,47.5,53.726669,-127.647621
6333,2021-01,British Columbia,Labour force,Service supervisors and specialized service occupations,Both sexes,93.8,53.726669,-127.647621
6334,2021-01,British Columbia,Labour force,Service supervisors and specialized service occupations,Males,54.1,53.726669,-127.647621
6335,2021-01,British Columbia,Labour force,Service supervisors and specialized service occupations,Females,39.7,53.726669,-127.647621
6336,2021-01,British Columbia,Labour force,Sales representatives and salespersons - wholesale and retail trade,Both sexes,113.8,53.726669,-127.647621
6337,2021-01,British Columbia,Labour force,Sales representatives and salespersons - wholesale and retail trade,Males,59.3,53.726669,-127.647621
6338,2021-01,British Columbia,Labour force,Sales representatives and salespersons - wholesale and retail trade,Females,54.5,53.726669,-127.647621
6339,2021-01,British Columbia,Labour force,Service representatives and other customer and personal services occupations,Both sexes,129.7,53.726669,-127.647621
6340,2021-01,British Columbia,Labour force,Service representatives and other customer and personal services occupations,Males,45.6,53.726669,-127.647621
6341,2021-01,British Columbia,Labour force,Service representatives and other customer and personal services occupations,Females,84.2,53.726669,-127.647621
6342,2021-01,British Columbia,Labour force,Sales support occupations,Both sexes,86.2,53.726669,-127.647621
6343,2021-01,British Columbia,Labour force,Sales support occupations,Males,28.6,53.726669,-127.647621
6344,2021-01,British Columbia,Labour force,Sales support occupations,Females,57.6,53.726669,-127.647621
6345,2021-01,British Columbia,Labour force,"Service support and other service occupations, n.e.c.",Both sexes,125.9,53.726669,-127.647621
6346,2021-01,British Columbia,Labour force,"Service support and other service occupations, n.e.c.",Males,47.4,53.726669,-127.647621
6347,2021-01,British Columbia,Labour force,"Service support and other service occupations, n.e.c.",Females,78.6,53.726669,-127.647621
6348,2021-01,British Columbia,Labour force,"Trades, transport and equipment operators and related occupations",Both sexes,393.5,53.726669,-127.647621
6349,2021-01,British Columbia,Labour force,"Trades, transport and equipment operators and related occupations",Males,371.9,53.726669,-127.647621
6350,2021-01,British Columbia,Labour force,"Trades, transport and equipment operators and related occupations",Females,21.5,53.726669,-127.647621
6351,2021-01,British Columbia,Labour force,"Industrial, electrical and construction trades",Both sexes,138.9,53.726669,-127.647621
6352,2021-01,British Columbia,Labour force,"Industrial, electrical and construction trades",Males,134.0,53.726669,-127.647621
6353,2021-01,British Columbia,Labour force,"Industrial, electrical and construction trades",Females,4.9,53.726669,-127.647621
6354,2021-01,British Columbia,Labour force,Maintenance and equipment operation trades,Both sexes,92.8,53.726669,-127.647621
6355,2021-01,British Columbia,Labour force,Maintenance and equipment operation trades,Males,87.4,53.726669,-127.647621
6356,2021-01,British Columbia,Labour force,Maintenance and equipment operation trades,Females,5.4,53.726669,-127.647621
6357,2021-01,British Columbia,Labour force,"Other installers, repairers and servicers and material handlers",Both sexes,41.2,53.726669,-127.647621
6358,2021-01,British Columbia,Labour force,"Other installers, repairers and servicers and material handlers",Males,37.4,53.726669,-127.647621
6359,2021-01,British Columbia,Labour force,"Other installers, repairers and servicers and material handlers",Females,3.8,53.726669,-127.647621
6360,2021-01,British Columbia,Labour force,Transport and heavy equipment operation and related maintenance occupations,Both sexes,105.8,53.726669,-127.647621
6361,2021-01,British Columbia,Labour force,Transport and heavy equipment operation and related maintenance occupations,Males,99.4,53.726669,-127.647621
6362,2021-01,British Columbia,Labour force,Transport and heavy equipment operation and related maintenance occupations,Females,6.4,53.726669,-127.647621
6363,2021-01,British Columbia,Labour force,"Trades helpers, construction labourers and related occupations",Both sexes,14.8,53.726669,-127.647621
6364,2021-01,British Columbia,Labour force,"Trades helpers, construction labourers and related occupations",Males,13.7,53.726669,-127.647621
6365,2021-01,British Columbia,Labour force,"Trades helpers, construction labourers and related occupations",Females,,53.726669,-127.647621
6366,2021-01,British Columbia,Labour force,"Natural resources, agriculture and related production occupations",Both sexes,55.6,53.726669,-127.647621
6367,2021-01,British Columbia,Labour force,"Natural resources, agriculture and related production occupations",Males,41.5,53.726669,-127.647621
6368,2021-01,British Columbia,Labour force,"Natural resources, agriculture and related production occupations",Females,14.1,53.726669,-127.647621
6369,2021-01,British Columbia,Labour force,"Supervisors and technical occupations in natural resources, agriculture and related production",Both sexes,27.0,53.726669,-127.647621
6370,2021-01,British Columbia,Labour force,"Supervisors and technical occupations in natural resources, agriculture and related production",Males,23.3,53.726669,-127.647621
6371,2021-01,British Columbia,Labour force,"Supervisors and technical occupations in natural resources, agriculture and related production",Females,3.7,53.726669,-127.647621
6372,2021-01,British Columbia,Labour force,"Workers in natural resources, agriculture and related production",Both sexes,10.8,53.726669,-127.647621
6373,2021-01,British Columbia,Labour force,"Workers in natural resources, agriculture and related production",Males,5.6,53.726669,-127.647621
6374,2021-01,British Columbia,Labour force,"Workers in natural resources, agriculture and related production",Females,5.2,53.726669,-127.647621
6375,2021-01,British Columbia,Labour force,"Harvesting, landscaping and natural resources labourers",Both sexes,17.8,53.726669,-127.647621
6376,2021-01,British Columbia,Labour force,"Harvesting, landscaping and natural resources labourers",Males,12.6,53.726669,-127.647621
6377,2021-01,British Columbia,Labour force,"Harvesting, landscaping and natural resources labourers",Females,5.1,53.726669,-127.647621
6378,2021-01,British Columbia,Labour force,Occupations in manufacturing and utilities,Both sexes,91.5,53.726669,-127.647621
6379,2021-01,British Columbia,Labour force,Occupations in manufacturing and utilities,Males,72.1,53.726669,-127.647621
6380,2021-01,British Columbia,Labour force,Occupations in manufacturing and utilities,Females,19.4,53.726669,-127.647621
6381,2021-01,British Columbia,Labour force,"Processing, manufacturing and utilities supervisors and central control operators",Both sexes,27.5,53.726669,-127.647621
6382,2021-01,British Columbia,Labour force,"Processing, manufacturing and utilities supervisors and central control operators",Males,26.8,53.726669,-127.647621
6383,2021-01,British Columbia,Labour force,"Processing, manufacturing and utilities supervisors and central control operators",Females,,53.726669,-127.647621
6384,2021-01,British Columbia,Labour force,Processing and manufacturing machine operators and related production workers,Both sexes,36.3,53.726669,-127.647621
6385,2021-01,British Columbia,Labour force,Processing and manufacturing machine operators and related production workers,Males,23.1,53.726669,-127.647621
6386,2021-01,British Columbia,Labour force,Processing and manufacturing machine operators and related production workers,Females,13.2,53.726669,-127.647621
6387,2021-01,British Columbia,Labour force,Assemblers in manufacturing,Both sexes,11.2,53.726669,-127.647621
6388,2021-01,British Columbia,Labour force,Assemblers in manufacturing,Males,11.0,53.726669,-127.647621
6389,2021-01,British Columbia,Labour force,Assemblers in manufacturing,Females,,53.726669,-127.647621
6390,2021-01,British Columbia,Labour force,"Labourers in processing, manufacturing and utilities",Both sexes,16.5,53.726669,-127.647621
6391,2021-01,British Columbia,Labour force,"Labourers in processing, manufacturing and utilities",Males,11.2,53.726669,-127.647621
6392,2021-01,British Columbia,Labour force,"Labourers in processing, manufacturing and utilities",Females,5.3,53.726669,-127.647621
6393,2021-01,British Columbia,Labour force,Unclassified occupations,Both sexes,86.9,53.726669,-127.647621
6394,2021-01,British Columbia,Labour force,Unclassified occupations,Males,36.5,53.726669,-127.647621
6395,2021-01,British Columbia,Labour force,Unclassified occupations,Females,50.4,53.726669,-127.647621
6396,2021-01,British Columbia,Full-time,Total Employment,Both sexes,1994.7,53.726669,-127.647621
6397,2021-01,British Columbia,Full-time,Total Employment,Males,1149.7,53.726669,-127.647621
6398,2021-01,British Columbia,Full-time,Total Employment,Females,845.0,53.726669,-127.647621
6399,2021-01,British Columbia,Full-time,Management occupations,Both sexes,220.0,53.726669,-127.647621
6400,2021-01,British Columbia,Full-time,Management occupations,Males,136.4,53.726669,-127.647621
6401,2021-01,British Columbia,Full-time,Management occupations,Females,83.5,53.726669,-127.647621
6402,2021-01,British Columbia,Full-time,Senior management occupations,Both sexes,3.1,53.726669,-127.647621
6403,2021-01,British Columbia,Full-time,Senior management occupations,Males,2.3,53.726669,-127.647621
6404,2021-01,British Columbia,Full-time,Senior management occupations,Females,,53.726669,-127.647621
6405,2021-01,British Columbia,Full-time,Specialized middle management occupations -,Both sexes,79.7,53.726669,-127.647621
6406,2021-01,British Columbia,Full-time,Specialized middle management occupations -,Males,45.1,53.726669,-127.647621
6407,2021-01,British Columbia,Full-time,Specialized middle management occupations -,Females,34.6,53.726669,-127.647621
6408,2021-01,British Columbia,Full-time,Middle management occupations in retail and wholesale trade and customer services,Both sexes,73.5,53.726669,-127.647621
6409,2021-01,British Columbia,Full-time,Middle management occupations in retail and wholesale trade and customer services,Males,35.0,53.726669,-127.647621
6410,2021-01,British Columbia,Full-time,Middle management occupations in retail and wholesale trade and customer services,Females,38.5,53.726669,-127.647621
6411,2021-01,British Columbia,Full-time,"Middle management occupations in trades, transportation, production and utilities -",Both sexes,63.6,53.726669,-127.647621
6412,2021-01,British Columbia,Full-time,"Middle management occupations in trades, transportation, production and utilities -",Males,54.1,53.726669,-127.647621
6413,2021-01,British Columbia,Full-time,"Middle management occupations in trades, transportation, production and utilities -",Females,9.5,53.726669,-127.647621
6414,2021-01,British Columbia,Full-time,"Business, finance and administration occupations",Both sexes,339.7,53.726669,-127.647621
6415,2021-01,British Columbia,Full-time,"Business, finance and administration occupations",Males,93.5,53.726669,-127.647621
6416,2021-01,British Columbia,Full-time,"Business, finance and administration occupations",Females,246.2,53.726669,-127.647621
6417,2021-01,British Columbia,Full-time,Professional occupations in business and finance,Both sexes,105.1,53.726669,-127.647621
6418,2021-01,British Columbia,Full-time,Professional occupations in business and finance,Males,37.6,53.726669,-127.647621
6419,2021-01,British Columbia,Full-time,Professional occupations in business and finance,Females,67.5,53.726669,-127.647621
6420,2021-01,British Columbia,Full-time,Administrative and financial supervisors and administrative occupations,Both sexes,108.5,53.726669,-127.647621
6421,2021-01,British Columbia,Full-time,Administrative and financial supervisors and administrative occupations,Males,25.6,53.726669,-127.647621
6422,2021-01,British Columbia,Full-time,Administrative and financial supervisors and administrative occupations,Females,82.9,53.726669,-127.647621
6423,2021-01,British Columbia,Full-time,"Finance, insurance and related business administrative occupations",Both sexes,31.9,53.726669,-127.647621
6424,2021-01,British Columbia,Full-time,"Finance, insurance and related business administrative occupations",Males,6.8,53.726669,-127.647621
6425,2021-01,British Columbia,Full-time,"Finance, insurance and related business administrative occupations",Females,25.2,53.726669,-127.647621
6426,2021-01,British Columbia,Full-time,Office support occupations,Both sexes,64.5,53.726669,-127.647621
6427,2021-01,British Columbia,Full-time,Office support occupations,Males,5.3,53.726669,-127.647621
6428,2021-01,British Columbia,Full-time,Office support occupations,Females,59.3,53.726669,-127.647621
6429,2021-01,British Columbia,Full-time,"Distribution, tracking and scheduling co-ordination occupations",Both sexes,29.6,53.726669,-127.647621
6430,2021-01,British Columbia,Full-time,"Distribution, tracking and scheduling co-ordination occupations",Males,18.2,53.726669,-127.647621
6431,2021-01,British Columbia,Full-time,"Distribution, tracking and scheduling co-ordination occupations",Females,11.4,53.726669,-127.647621
6432,2021-01,British Columbia,Full-time,Natural and applied sciences and related occupations,Both sexes,245.5,53.726669,-127.647621
6433,2021-01,British Columbia,Full-time,Natural and applied sciences and related occupations,Males,186.5,53.726669,-127.647621
6434,2021-01,British Columbia,Full-time,Natural and applied sciences and related occupations,Females,59.1,53.726669,-127.647621
6435,2021-01,British Columbia,Full-time,Professional occupations in natural and applied sciences,Both sexes,163.6,53.726669,-127.647621
6436,2021-01,British Columbia,Full-time,Professional occupations in natural and applied sciences,Males,121.7,53.726669,-127.647621
6437,2021-01,British Columbia,Full-time,Professional occupations in natural and applied sciences,Females,41.8,53.726669,-127.647621
6438,2021-01,British Columbia,Full-time,Technical occupations related to natural and applied sciences,Both sexes,82.0,53.726669,-127.647621
6439,2021-01,British Columbia,Full-time,Technical occupations related to natural and applied sciences,Males,64.7,53.726669,-127.647621
6440,2021-01,British Columbia,Full-time,Technical occupations related to natural and applied sciences,Females,17.2,53.726669,-127.647621
6441,2021-01,British Columbia,Full-time,Health occupations,Both sexes,145.0,53.726669,-127.647621
6442,2021-01,British Columbia,Full-time,Health occupations,Males,35.0,53.726669,-127.647621
6443,2021-01,British Columbia,Full-time,Health occupations,Females,110.0,53.726669,-127.647621
6444,2021-01,British Columbia,Full-time,Professional occupations in nursing,Both sexes,34.7,53.726669,-127.647621
6445,2021-01,British Columbia,Full-time,Professional occupations in nursing,Males,5.4,53.726669,-127.647621
6446,2021-01,British Columbia,Full-time,Professional occupations in nursing,Females,29.3,53.726669,-127.647621
6447,2021-01,British Columbia,Full-time,Professional occupations in health (except nursing),Both sexes,38.6,53.726669,-127.647621
6448,2021-01,British Columbia,Full-time,Professional occupations in health (except nursing),Males,18.2,53.726669,-127.647621
6449,2021-01,British Columbia,Full-time,Professional occupations in health (except nursing),Females,20.4,53.726669,-127.647621
6450,2021-01,British Columbia,Full-time,Technical occupations in health,Both sexes,34.2,53.726669,-127.647621
6451,2021-01,British Columbia,Full-time,Technical occupations in health,Males,4.7,53.726669,-127.647621
6452,2021-01,British Columbia,Full-time,Technical occupations in health,Females,29.5,53.726669,-127.647621
6453,2021-01,British Columbia,Full-time,Assisting occupations in support of health services,Both sexes,37.5,53.726669,-127.647621
6454,2021-01,British Columbia,Full-time,Assisting occupations in support of health services,Males,6.7,53.726669,-127.647621
6455,2021-01,British Columbia,Full-time,Assisting occupations in support of health services,Females,30.8,53.726669,-127.647621
6456,2021-01,British Columbia,Full-time,"Occupations in education, law and social, community and government services",Both sexes,203.6,53.726669,-127.647621
6457,2021-01,British Columbia,Full-time,"Occupations in education, law and social, community and government services",Males,76.1,53.726669,-127.647621
6458,2021-01,British Columbia,Full-time,"Occupations in education, law and social, community and government services",Females,127.4,53.726669,-127.647621
6459,2021-01,British Columbia,Full-time,Professional occupations in education services,Both sexes,69.8,53.726669,-127.647621
6460,2021-01,British Columbia,Full-time,Professional occupations in education services,Males,22.6,53.726669,-127.647621
6461,2021-01,British Columbia,Full-time,Professional occupations in education services,Females,47.2,53.726669,-127.647621
6462,2021-01,British Columbia,Full-time,"Professional occupations in law and social, community and government services",Both sexes,65.1,53.726669,-127.647621
6463,2021-01,British Columbia,Full-time,"Professional occupations in law and social, community and government services",Males,30.3,53.726669,-127.647621
6464,2021-01,British Columbia,Full-time,"Professional occupations in law and social, community and government services",Females,34.8,53.726669,-127.647621
6465,2021-01,British Columbia,Full-time,"Paraprofessional occupations in legal, social, community and education services",Both sexes,33.6,53.726669,-127.647621
6466,2021-01,British Columbia,Full-time,"Paraprofessional occupations in legal, social, community and education services",Males,6.3,53.726669,-127.647621
6467,2021-01,British Columbia,Full-time,"Paraprofessional occupations in legal, social, community and education services",Females,27.3,53.726669,-127.647621
6468,2021-01,British Columbia,Full-time,Occupations in front-line public protection services,Both sexes,12.6,53.726669,-127.647621
6469,2021-01,British Columbia,Full-time,Occupations in front-line public protection services,Males,9.1,53.726669,-127.647621
6470,2021-01,British Columbia,Full-time,Occupations in front-line public protection services,Females,3.5,53.726669,-127.647621
6471,2021-01,British Columbia,Full-time,"Care providers and educational, legal and public protection support occupations",Both sexes,22.5,53.726669,-127.647621
6472,2021-01,British Columbia,Full-time,"Care providers and educational, legal and public protection support occupations",Males,7.8,53.726669,-127.647621
6473,2021-01,British Columbia,Full-time,"Care providers and educational, legal and public protection support occupations",Females,14.7,53.726669,-127.647621
6474,2021-01,British Columbia,Full-time,"Occupations in art, culture, recreation and sport",Both sexes,46.8,53.726669,-127.647621
6475,2021-01,British Columbia,Full-time,"Occupations in art, culture, recreation and sport",Males,28.8,53.726669,-127.647621
6476,2021-01,British Columbia,Full-time,"Occupations in art, culture, recreation and sport",Females,18.1,53.726669,-127.647621
6477,2021-01,British Columbia,Full-time,Professional occupations in art and culture,Both sexes,15.1,53.726669,-127.647621
6478,2021-01,British Columbia,Full-time,Professional occupations in art and culture,Males,8.5,53.726669,-127.647621
6479,2021-01,British Columbia,Full-time,Professional occupations in art and culture,Females,6.6,53.726669,-127.647621
6480,2021-01,British Columbia,Full-time,"Technical occupations in art, culture, recreation and sport",Both sexes,31.7,53.726669,-127.647621
6481,2021-01,British Columbia,Full-time,"Technical occupations in art, culture, recreation and sport",Males,20.2,53.726669,-127.647621
6482,2021-01,British Columbia,Full-time,"Technical occupations in art, culture, recreation and sport",Females,11.5,53.726669,-127.647621
6483,2021-01,British Columbia,Full-time,Sales and service occupations,Both sexes,345.2,53.726669,-127.647621
6484,2021-01,British Columbia,Full-time,Sales and service occupations,Males,177.1,53.726669,-127.647621
6485,2021-01,British Columbia,Full-time,Sales and service occupations,Females,168.2,53.726669,-127.647621
6486,2021-01,British Columbia,Full-time,Retail sales supervisors and specialized sales occupations,Both sexes,76.9,53.726669,-127.647621
6487,2021-01,British Columbia,Full-time,Retail sales supervisors and specialized sales occupations,Males,37.8,53.726669,-127.647621
6488,2021-01,British Columbia,Full-time,Retail sales supervisors and specialized sales occupations,Females,39.0,53.726669,-127.647621
6489,2021-01,British Columbia,Full-time,Service supervisors and specialized service occupations,Both sexes,53.4,53.726669,-127.647621
6490,2021-01,British Columbia,Full-time,Service supervisors and specialized service occupations,Males,31.9,53.726669,-127.647621
6491,2021-01,British Columbia,Full-time,Service supervisors and specialized service occupations,Females,21.5,53.726669,-127.647621
6492,2021-01,British Columbia,Full-time,Sales representatives and salespersons - wholesale and retail trade,Both sexes,60.0,53.726669,-127.647621
6493,2021-01,British Columbia,Full-time,Sales representatives and salespersons - wholesale and retail trade,Males,42.3,53.726669,-127.647621
6494,2021-01,British Columbia,Full-time,Sales representatives and salespersons - wholesale and retail trade,Females,17.8,53.726669,-127.647621
6495,2021-01,British Columbia,Full-time,Service representatives and other customer and personal services occupations,Both sexes,75.3,53.726669,-127.647621
6496,2021-01,British Columbia,Full-time,Service representatives and other customer and personal services occupations,Males,33.9,53.726669,-127.647621
6497,2021-01,British Columbia,Full-time,Service representatives and other customer and personal services occupations,Females,41.3,53.726669,-127.647621
6498,2021-01,British Columbia,Full-time,Sales support occupations,Both sexes,30.3,53.726669,-127.647621
6499,2021-01,British Columbia,Full-time,Sales support occupations,Males,9.6,53.726669,-127.647621
6500,2021-01,British Columbia,Full-time,Sales support occupations,Females,20.7,53.726669,-127.647621
6501,2021-01,British Columbia,Full-time,"Service support and other service occupations, n.e.c.",Both sexes,49.3,53.726669,-127.647621
6502,2021-01,British Columbia,Full-time,"Service support and other service occupations, n.e.c.",Males,21.6,53.726669,-127.647621
6503,2021-01,British Columbia,Full-time,"Service support and other service occupations, n.e.c.",Females,27.8,53.726669,-127.647621
6504,2021-01,British Columbia,Full-time,"Trades, transport and equipment operators and related occupations",Both sexes,331.2,53.726669,-127.647621
6505,2021-01,British Columbia,Full-time,"Trades, transport and equipment operators and related occupations",Males,316.7,53.726669,-127.647621
6506,2021-01,British Columbia,Full-time,"Trades, transport and equipment operators and related occupations",Females,14.5,53.726669,-127.647621
6507,2021-01,British Columbia,Full-time,"Industrial, electrical and construction trades",Both sexes,120.8,53.726669,-127.647621
6508,2021-01,British Columbia,Full-time,"Industrial, electrical and construction trades",Males,116.7,53.726669,-127.647621
6509,2021-01,British Columbia,Full-time,"Industrial, electrical and construction trades",Females,4.1,53.726669,-127.647621
6510,2021-01,British Columbia,Full-time,Maintenance and equipment operation trades,Both sexes,85.1,53.726669,-127.647621
6511,2021-01,British Columbia,Full-time,Maintenance and equipment operation trades,Males,79.6,53.726669,-127.647621
6512,2021-01,British Columbia,Full-time,Maintenance and equipment operation trades,Females,5.4,53.726669,-127.647621
6513,2021-01,British Columbia,Full-time,"Other installers, repairers and servicers and material handlers",Both sexes,31.3,53.726669,-127.647621
6514,2021-01,British Columbia,Full-time,"Other installers, repairers and servicers and material handlers",Males,29.0,53.726669,-127.647621
6515,2021-01,British Columbia,Full-time,"Other installers, repairers and servicers and material handlers",Females,2.2,53.726669,-127.647621
6516,2021-01,British Columbia,Full-time,Transport and heavy equipment operation and related maintenance occupations,Both sexes,83.7,53.726669,-127.647621
6517,2021-01,British Columbia,Full-time,Transport and heavy equipment operation and related maintenance occupations,Males,81.5,53.726669,-127.647621
6518,2021-01,British Columbia,Full-time,Transport and heavy equipment operation and related maintenance occupations,Females,2.2,53.726669,-127.647621
6519,2021-01,British Columbia,Full-time,"Trades helpers, construction labourers and related occupations",Both sexes,10.3,53.726669,-127.647621
6520,2021-01,British Columbia,Full-time,"Trades helpers, construction labourers and related occupations",Males,9.8,53.726669,-127.647621
6521,2021-01,British Columbia,Full-time,"Trades helpers, construction labourers and related occupations",Females,,53.726669,-127.647621
6522,2021-01,British Columbia,Full-time,"Natural resources, agriculture and related production occupations",Both sexes,37.5,53.726669,-127.647621
6523,2021-01,British Columbia,Full-time,"Natural resources, agriculture and related production occupations",Males,32.3,53.726669,-127.647621
6524,2021-01,British Columbia,Full-time,"Natural resources, agriculture and related production occupations",Females,5.2,53.726669,-127.647621
6525,2021-01,British Columbia,Full-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Both sexes,24.2,53.726669,-127.647621
6526,2021-01,British Columbia,Full-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Males,21.3,53.726669,-127.647621
6527,2021-01,British Columbia,Full-time,"Supervisors and technical occupations in natural resources, agriculture and related production",Females,2.9,53.726669,-127.647621
6528,2021-01,British Columbia,Full-time,"Workers in natural resources, agriculture and related production",Both sexes,5.6,53.726669,-127.647621
6529,2021-01,British Columbia,Full-time,"Workers in natural resources, agriculture and related production",Males,4.6,53.726669,-127.647621
6530,2021-01,British Columbia,Full-time,"Workers in natural resources, agriculture and related production",Females,,53.726669,-127.647621
6531,2021-01,British Columbia,Full-time,"Harvesting, landscaping and natural resources labourers",Both sexes,7.8,53.726669,-127.647621
6532,2021-01,British Columbia,Full-time,"Harvesting, landscaping and natural resources labourers",Males,6.5,53.726669,-127.647621
6533,2021-01,British Columbia,Full-time,"Harvesting, landscaping and natural resources labourers",Females,,53.726669,-127.647621
6534,2021-01,British Columbia,Full-time,Occupations in manufacturing and utilities,Both sexes,80.2,53.726669,-127.647621
6535,2021-01,British Columbia,Full-time,Occupations in manufacturing and utilities,Males,67.3,53.726669,-127.647621
6536,2021-01,British Columbia,Full-time,Occupations in manufacturing and utilities,Females,12.9,53.726669,-127.647621
6537,2021-01,British Columbia,Full-time,"Processing, manufacturing and utilities supervisors and central control operators",Both sexes,26.3,53.726669,-127.647621
6538,2021-01,British Columbia,Full-time,"Processing, manufacturing and utilities supervisors and central control operators",Males,25.6,53.726669,-127.647621
6539,2021-01,British Columbia,Full-time,"Processing, manufacturing and utilities supervisors and central control operators",Females,,53.726669,-127.647621
6540,2021-01,British Columbia,Full-time,Processing and manufacturing machine operators and related production workers,Both sexes,30.4,53.726669,-127.647621
6541,2021-01,British Columbia,Full-time,Processing and manufacturing machine operators and related production workers,Males,22.5,53.726669,-127.647621
6542,2021-01,British Columbia,Full-time,Processing and manufacturing machine operators and related production workers,Females,8.0,53.726669,-127.647621
6543,2021-01,British Columbia,Full-time,Assemblers in manufacturing,Both sexes,9.7,53.726669,-127.647621
6544,2021-01,British Columbia,Full-time,Assemblers in manufacturing,Males,9.5,53.726669,-127.647621
6545,2021-01,British Columbia,Full-time,Assemblers in manufacturing,Females,,53.726669,-127.647621
6546,2021-01,British Columbia,Full-time,"Labourers in processing, manufacturing and utilities",Both sexes,13.8,53.726669,-127.647621
6547,2021-01,British Columbia,Full-time,"Labourers in processing, manufacturing and utilities",Males,9.7,53.726669,-127.647621
6548,2021-01,British Columbia,Full-time,"Labourers in processing, manufacturing and utilities",Females,4.0,53.726669,-127.647621
6549,2021-01,British Columbia,Full-time,Unclassified occupations,Both sexes,,53.726669,-127.647621
6550,2021-01,British Columbia,Full-time,Unclassified occupations,Males,,53.726669,-127.647621
6551,2021-01,British Columbia,Full-time,Unclassified occupations,Females,,53.726669,-127.647621
6552,2021-01,British Columbia,Part-time,Total Employment,Both sexes,564.2,53.726669,-127.647621
6553,2021-01,British Columbia,Part-time,Total Employment,Males,189.5,53.726669,-127.647621
